65.109205,16.945264,419.2
65.109164,16.945296,419.4
65.109124,16.94533,419.2
65.109084,16.945371,419.0
65.109043,16.945428,419.4
65.108995,16.945529,419.6
65.10895,16.945607,420.0
65.108907,16.945668,420.2
65.108863,16.94572,420.8
65.108821,16.945767,421.0
65.108779,16.945813,421.4
65.108737,16.945863,421.6
65.108694,16.945918,422.0
65.108653,16.94597,422.2
65.108611,16.946026,422.4
65.108567,16.946083,422.6
65.108528,16.946136,422.6
65.108489,16.946188,422.6
65.108411,16.946292,422.0
65.108352,16.946367,421.8
65.108295,16.946439,421.8
65.108238,16.946511,422.0
65.108185,16.946577,422.2
65.108132,16.946644,422.2
65.108084,16.946729,422.4
65.108065,16.946767,422.4
65.108046,16.946805,422.4
65.108014,16.946869,422.4
65.10799,16.946937,422.4
65.107983,16.947018,422.4
65.107994,16.9471,422.4
65.108012,16.947183,422.4
65.108029,16.947273,422.6
65.10804,16.947376,422.6
65.108044,16.947493,422.4
65.108046,16.947614,422.4
65.108044,16.947739,422.4
65.108036,16.947865,422.4
65.108024,16.947989,422.4
65.10801,16.948112,422.4
65.107996,16.948231,422.4
65.10798,16.94835,422.4
65.107963,16.948473,422.4
65.107946,16.948589,422.4
65.107932,16.948692,422.4
65.10792,16.948781,422.4
65.10791,16.948864,422.4
65.107901,16.948942,422.4
65.107893,16.949002,422.4
65.107885,16.94904,422.4
65.107882,16.949054,422.4
65.107884,16.94905,422.4
65.107885,16.94905,422.4
65.107884,16.94905,422.4
65.107883,16.949053,422.2
65.10788,16.949052,422.2
65.107878,16.949053,422.2
65.107876,16.949048,422.2
65.107878,16.949046,422.2
65.10788,16.949046,422.2
65.10788,16.949049,422.0
65.10788,16.949049,422.0
65.107879,16.949049,421.8
65.10788,16.949049,421.8
65.10788,16.949049,421.8
65.10788,16.949049,421.6
65.10788,16.949049,421.2
65.10788,16.949049,421.0
65.10788,16.949048,421.0
65.10788,16.949048,421.0
65.10788,16.949048,420.8
65.10788,16.949048,420.8
65.10788,16.949048,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949047,420.8
65.10788,16.949046,420.8
65.10788,16.949046,420.8
65.10788,16.949046,420.8
65.10788,16.949045,420.6
65.10788,16.949045,420.6
65.10788,16.949045,420.6
65.10788,16.949045,420.6
65.10788,16.949045,420.4
65.10788,16.949045,420.4
65.10788,16.949045,420.2
65.10788,16.949045,420.2
65.10788,16.949045,420.0
65.10788,16.949045,420.0
65.10788,16.949045,419.8
65.10788,16.949045,419.8
65.10788,16.949045,419.6
65.10788,16.949045,419.6
65.10788,16.949045,419.4
65.10788,16.949045,419.4
65.10788,16.949045,419.2
65.10788,16.949045,419.2
65.107879,16.949063,419.2
65.10788,16.949085,419.2
65.107879,16.949106,419.2
65.107877,16.94913,419.2
65.107875,16.949158,419.2
65.107872,16.949202,419.2
65.107867,16.949258,419.8
65.107859,16.949325,420.2
65.107849,16.949407,420.6
65.107838,16.949502,421.0
65.107828,16.949595,421.8
65.107819,16.949679,422.2
65.107813,16.949743,422.6
65.107811,16.949792,422.8
65.10781,16.949837,423.0
65.107808,16.949891,423.0
65.107802,16.949949,423.0
65.107794,16.950014,423.2
65.107787,16.950084,423.2
65.107779,16.950159,423.2
65.10777,16.950241,423.4
65.107761,16.950327,423.8
65.107752,16.950414,424.0
65.107741,16.950508,424.2
65.107732,16.950606,424.2
65.107722,16.950705,424.4
65.10771,16.950804,424.6
65.107697,16.950906,424.6
65.107684,16.951005,424.8
65.107669,16.951103,425.0
65.107648,16.9512,425.4
65.10763,16.951296,425.8
65.10761,16.951388,426.2
65.107588,16.951476,426.6
65.107564,16.951561,427.2
65.107539,16.951639,427.6
65.107514,16.951709,428.2
65.107488,16.951773,428.6
65.107461,16.951831,429.0
65.107435,16.951884,429.2
65.10741,16.951931,429.4
65.107384,16.951969,429.4
65.107365,16.951997,429.4
65.107355,16.952017,429.6
65.107353,16.952018,430.0
65.107353,16.952021,430.2
65.107354,16.95202,430.4
65.107353,16.952016,430.6
65.107353,16.952013,430.6
65.107353,16.952018,430.6
65.107353,16.952026,430.8
65.107351,16.952024,430.8
65.107351,16.952023,430.8
65.107351,16.952022,430.8
65.107351,16.952022,430.8
65.107351,16.952022,430.8
65.107351,16.952022,430.8
65.107351,16.952022,430.8
65.10735,16.952022,430.8
65.10735,16.952022,430.6
65.10735,16.952022,430.4
65.10735,16.952021,430.2
65.10735,16.952021,430.0
65.107351,16.952021,430.0
65.10735,16.952021,429.8
65.107351,16.952021,429.8
65.10735,16.952021,429.8
65.10735,16.952021,429.8
65.107351,16.952021,429.8
65.107351,16.952021,429.8
65.107351,16.952021,429.6
65.107351,16.952021,429.6
65.107351,16.952021,429.6
65.10735,16.952021,429.6
65.10735,16.952021,429.6
65.10735,16.952021,429.6
65.10735,16.952021,429.4
65.10735,16.952021,429.6
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.4
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.2
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.2
65.107351,16.952021,429.2
65.107351,16.952021,429.2
65.107351,16.952021,429.2
65.107351,16.952021,429.2
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.107351,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,429.0
65.10735,16.952021,428.8
65.10735,16.952021,428.8
65.10735,16.952021,428.8
65.10735,16.952021,428.6
65.10735,16.952021,428.4
65.10735,16.952022,428.4
65.10735,16.952022,428.2
65.10735,16.952022,428.0
65.10735,16.952022,428.0
65.10735,16.952022,427.8
65.10735,16.952022,427.8
65.107351,16.952022,427.8
65.107351,16.952022,427.8
65.107351,16.952022,427.6
65.107351,16.952022,427.6
65.107351,16.952022,427.6
65.107351,16.952022,427.6
65.107351,16.952022,427.6
65.107351,16.952021,427.6
65.107351,16.952021,427.6
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.952021,427.4
65.107351,16.95202,427.4
65.107351,16.95202,427.4
65.107351,16.95202,427.4
65.107351,16.95202,427.4
65.107351,16.95202,427.4
65.107351,16.95202,427.6
65.107351,16.95202,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952018,427.6
65.107351,16.952018,427.6
65.107351,16.952018,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.107351,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.6
65.10735,16.952019,427.8
65.10735,16.952019,427.8
65.10735,16.952019,427.8
65.10735,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,428.0
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.8
65.107351,16.952019,427.6
